Common_name,Scientific_name,Set,Color,Power_text,Flavor_text,Predator,Flocking,Bonus_card,Victory_points,Nest_type,Egg_limit,Wingspan,Forest,Grassland,Wetland,Invertebrate,Seed,Fish,Fruit,Rodent,Nectar,Wild_food,food_cost_flexible,food_cost_paid_by_cards,Total_food_cost,Swift_Start,North_America,Central_America,South_America,Europe,Asia,Africa,Oceania,Anatomist,Cartographer,Historian,Photographer,Backyard_Birder,Bird_Bander,Bird_Counter,Bird_Feeder,Diet_Specialist,Enclosure_Builder,Endangered_Species_Protector,Falconer,Fishery_Manager,Food_Web_Expert,Forester,Large_Bird_Specialist,Nest_Box_Builder,Omnivore_Expert,Passerine_Specialist,Platform_Builder,Prairie_Manager,Rodentologist,Small_Clutch_Specialist,Viticulturalist,Wetland_Scientist,Wildlife_Gardener
Bewick's Wren,Thryomanes bewickii,core,brown,"If this bird is to the right of all other birds in its habitat, move it to another habitat.",These wrens have largely disappeared in the eastern part of their range due to nest predation.,FALSE,FALSE,FALSE,4,cavity,3,18,TRUE,TRUE,TRUE,2,1,0,0,0,0,0,FALSE,FALSE,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Black Drongo,Dicrurus macrocercus,asia,brown,"Discard any number of [card] from the tray then refill it. If at least one of the discarded birds is a [grassland] bird, lay 1 [egg] on this bird.","These birds are aggressive towards others in their territory, dive-bombing even much larger birds.",FALSE,FALSE,FALSE,3,bowl,3,27,FALSE,TRUE,FALSE,1,0,0,0,0,0,1,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Black Noddy,Anous minutus,oceania,brown,"Reset the birdfeeder and gain all [fish], if there are any. You may discard any of these [fish] to tuck that many [card] from the deck behind this bird instead.","A large shoal of fish may attract a flock of 5,000 or more noddies.",FALSE,TRUE,FALSE,9,platform,1,69,FALSE,FALSE,TRUE,0,0,3,0,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Black Redstart,Phoenicurus ochruros,european,teal,Choose a habitat with no [egg]. Lay 1 [egg] on each bird in that habitat.,"Native to mountains, this bird moved into bombed areas following World War II.",FALSE,FALSE,FALSE,0,wild,4,24,FALSE,TRUE,FALSE,1,1,0,1,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
Black Skimmer,Rynchops niger,core,brown,"Roll all dice not in birdfeeder. If any are [fish], cache 1 [fish] from the supply on this bird.","Skimmers plow the water with their beaks, snapping shut when they hit a fish.",TRUE,FALSE,FALSE,6,ground,2,112,FALSE,FALSE,TRUE,0,0,2,0,0,0,0,FALSE,FALSE,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Black Stork,Ciconia nigra,asia,teal,Lay 1 [egg] on each of the birds immediately to the left and right of this bird.,This shy species builds its large nests primarily in old-growth forests with very large trees.,FALSE,FALSE,FALSE,3,platform,2,155,TRUE,FALSE,TRUE,0,0,1,0,1,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Black Swan,Cygnus atratus,oceania,yellow,"Lay 1 [egg] on each of your birds with a wingspan over 100cm, including this one.",These birds were introduced to New Zealand from Australia in the 1860s.,FALSE,FALSE,FALSE,6,ground,3,180,FALSE,FALSE,TRUE,0,1,0,0,0,0,2,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Black Tern,Chlidonias niger,core,brown,"Draw 1 [card]. If you do, discard 1 [card] from your hand at the end of your turn.",These terns build floating nests out of marsh plants.,FALSE,FALSE,FALSE,4,wild,2,61,FALSE,FALSE,TRUE,1,0,1,0,0,0,0,TRUE,FALSE,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Black Vulture,Coragyps atratus,core,pink,"When another player's [predator] succeeds, gain 1 [die] from the birdfeeder.","Turkey vultures have a better sense of smell, so black vultures follow them to food.",FALSE,FALSE,FALSE,2,cavity,1,150,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Black Woodpecker,Dryocopus martius,european,brown,Gain all [invertebrate] that are in the birdfeeder.,Tree holes made by this bird provide homes for other species.,FALSE,FALSE,FALSE,4,cavity,2,70,TRUE,FALSE,FALSE,2,0,0,1,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Black-Bellied Whistling-Duck,Dendrocygna autumnalis,core,brown,Discard 1 [seed] to tuck 2 [card] from the deck behind this bird.,These ducks really do whistle.,FALSE,TRUE,FALSE,2,cavity,5,76,FALSE,FALSE,TRUE,0,2,0,0,0,0,0,FALSE,FALSE,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Black-Billed Magpie,Pica hudsonia,core,pink,"When another player's [predator] succeeds, gain 1 [die] from the birdfeeder.",These omnivores steal eggs and eat carrion along with a diversity of other foods.,FALSE,FALSE,FALSE,3,wild,3,64,FALSE,TRUE,FALSE,0,0,0,0,0,0,2,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Black-Chinned Hummingbird,Archilochus alexandri,core,brown,All players gain 1 [fruit] from the supply.,"To display, males of this species will fly up 30 m then dive, reaching speeds near 100 kilometers per hour.",FALSE,FALSE,FALSE,4,bowl,2,8,TRUE,TRUE,TRUE,0,0,0,0,0,0,1,FALSE,FALSE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Black-Crowned Night-Heron,Nycticorax nycticorax,core,brown,Discard 1 [egg] from any of your other birds to gain 1 [wild] from the supply.,"Night herons eat carrion and eggs in addition to fish, rodents, and invertebrates.",FALSE,FALSE,FALSE,9,platform,2,112,FALSE,FALSE,TRUE,1,0,1,0,1,0,0,FALSE,FALSE,3,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Black-Headed Gull,Chroicocephalus ridibundus,european,brown,Steal 1 [wild] from another player's supply and add it to your own supply. They gain 1 [die] from the birdfeeder.,This species is an opportunistic feeder that will consume anything from scraps to fish.,FALSE,FALSE,FALSE,3,ground,2,102,FALSE,FALSE,TRUE,1,0,0,0,0,0,1,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Black-Naped Oriole,Oriolus chinensis,asia,teal,"If you used all 4 actions this round, gain 1 [wild] from the supply, lay 1 [egg] on any bird, and draw 1 [card] from the deck.","Due to geographic variation, the Black-naped oriole has over a dozen subspecies.",FALSE,FALSE,FALSE,5,bowl,2,50,TRUE,TRUE,FALSE,1,0,0,2,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
Black-Necked Stilt,Himantopus mexicanus,core,white,Draw 2 [card].,"When not breeding, stilts form closely packed groups and will mob predators.",FALSE,FALSE,FALSE,4,ground,2,74,FALSE,FALSE,TRUE,2,0,0,0,0,0,0,FALSE,FALSE,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Black-Shouldered Kite,Elanus axillaris,oceania,brown,"Reset the birdfeeder and gain 1 [rodent], if there is one. You may give it to another player; if you do, lay up to 3 [egg] on this bird.","In their mating display, a female kite will grab food from a male’s talons while flipping upside-down.",TRUE,FALSE,FALSE,2,platform,3,87,FALSE,TRUE,FALSE,0,0,0,0,2,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Black-Tailed Godwit,Limosa limosa,european,white,Draw 1 new bonus card. Then draw 3 [card] and keep 1 of them.,These birds are protected from hunting in much of Europe due to population declines.,FALSE,FALSE,TRUE,6,ground,2,76,FALSE,FALSE,TRUE,2,1,0,0,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Black-Throated Diver,Gavia arctica,european,brown,"Discard all remaining face-up [card] and refill the tray. If you do, draw 1 of the new face-up [card].",This northern species breeds on deep freshwater lakes within a yard of the water's edge.,FALSE,FALSE,FALSE,5,ground,1,120,FALSE,FALSE,TRUE,0,0,2,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Blue Grosbeak,Passerina caerulea,core,brown,"If this bird is to the right of all other birds in its habitat, move it to another habitat.",Grosbeaks especially like tangled vines and shrubby areas on forest edges.,FALSE,FALSE,FALSE,4,bowl,3,28,TRUE,TRUE,TRUE,1,2,0,0,0,0,0,FALSE,FALSE,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Blue Jay,Cyanocitta cristata,core,brown,"Gain 1 [seed] from the birdfeeder, if available. You may cache it on this bird.",Blue jays can carry up to 5 acorns at a time and will store hundreds for winter.,FALSE,FALSE,FALSE,3,bowl,2,41,TRUE,FALSE,FALSE,0,1,0,0,0,0,1,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Blue Rock-Thrush,Monticola solitarius,asia,brown,"If this bird has no birds to the right of it, you may move it (only the card) to the player mat of the player on your left (you choose its habitat). If you do, draw 3 [card].","This bird was initially considered a thrush, but is actually more closely related to flycatchers.",FALSE,FALSE,FALSE,0,cavity,4,35,TRUE,TRUE,TRUE,1,1,0,1,0,0,0,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Blue-Gray Gnatcatcher,Polioptila caerulea,core,brown,Gain 1 [invertebrate] from the supply.,Gnatcatchers' breeding range is steadily shifting north with climate change.,FALSE,FALSE,FALSE,1,bowl,3,15,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,FALSE,FALSE,1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Blue-Winged Warbler,Vermivora cyanoptera,core,,,This warbler especially likes to nest on the edges between forest and fields.,FALSE,FALSE,FALSE,8,bowl,2,20,TRUE,TRUE,FALSE,2,0,0,0,0,0,0,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Bluethroat,Luscinia svecica,european,brown,Choose a food type. All players gain 1 of that food from the supply.,The species name “svecica” comes from the male's colors matching the Swedish flag.,FALSE,FALSE,FALSE,7,ground,5,22,FALSE,TRUE,TRUE,1,1,0,1,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Blyth's Hornbill,Rhyticeros plicatus,oceania,white,Discard all [egg] from 1 of your birds with a [cavity] nest. Tuck twice that many [card] from the deck behind this bird.,Hornbills will occupy a cockatoo nest and kick out the cockatoos.,FALSE,TRUE,FALSE,7,cavity,2,150,TRUE,FALSE,FALSE,0,0,0,3,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Bobolink,Dolichonyx oryzivorus,core,white,Lay 1 [egg] on each of your birds with a [ground] nest.,Emily Dickinson wrote poems about these birds as rowdy choristers in her church of nature.,FALSE,FALSE,FALSE,4,ground,3,30,FALSE,TRUE,FALSE,1,2,0,0,0,0,0,FALSE,FALSE,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Bonelli's Eagle,Aquila fasciata,european,white,"For each [rodent] in this bird's cost, you may pay 1 [card] from your hand instead. If you do, tuck the paid [card] behind this card.","Senu, the scouting eagle in Assassin’s Creed Origins, is a Bonelli’s eagle.",TRUE,FALSE,FALSE,8,platform,1,160,TRUE,TRUE,TRUE,0,0,0,0,3,0,0,FALSE,TRUE,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Brahminy Kite,Haliastur indus,asia,brown,"Choose any 3 [die]. Roll them up to 3 times. Each time, if you roll at least 1 [fish] or [rodent], cache 1 here. If not, stop and return all food cached here this turn.","This bird is revered as the representation of Garuda, carrier of the god Vishnu.",TRUE,FALSE,FALSE,6,platform,2,125,FALSE,FALSE,TRUE,1,0,1,0,1,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Brambling,Fringilla montifringilla,asia,teal,"Draw 2 [card] from the deck and add them to your hand. Then, tuck up to 2 [card] from your hand behind this bird.","Bramblings form large flocks in the winter, when they especially like the seeds of beech trees.",FALSE,TRUE,FALSE,2,bowl,4,26,TRUE,FALSE,FALSE,1,1,0,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Brant,Branta bernicla,core,white,Draw the 3 face-up [card] in the bird tray.,Brants can migrate the 5300 kilometers from Alaska to Mexico in 54 hours.,FALSE,FALSE,FALSE,3,ground,2,114,FALSE,FALSE,TRUE,0,1,0,0,0,0,1,FALSE,FALSE,2,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Brewer's Blackbird,Euphagus cyanocephalus,core,brown,"Tuck 1 [card] from your hand behind this bird. If you do, you may also lay 1 [egg] on this bird.",Brewer was a prominent 19th-century ornithologist and oologist.,FALSE,TRUE,FALSE,3,bowl,3,41,FALSE,TRUE,FALSE,0,1,0,0,0,0,1,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Broad-Winged Hawk,Buteo platypterus,core,brown,"Roll all dice not in birdfeeder. If any are [rodent], cache 1 [rodent] from the supply on this bird.",This hawk is seen more during migration than when it's in the forest interior.,TRUE,FALSE,FALSE,4,platform,2,85,TRUE,FALSE,FALSE,0,0,0,0,1,0,0,FALSE,FALSE,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Brolga,Antigone rubicunda,oceania,brown,Choose 1 other player. They lay 1 [egg]; you draw 2 [card].,Brolgas are famous for their elaborate mating dances.,FALSE,FALSE,FALSE,6,ground,2,215,FALSE,FALSE,TRUE,1,1,0,0,0,0,1,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Bronzed Cowbird,Molothrus aeneus,core,pink,"When another player takes the ""lay eggs"" action, lay 1 [egg] on a bird with a [bowl] nest.",Cowbirds lay eggs in other birds' nests and often break or push out the host bird's eggs.,FALSE,FALSE,FALSE,5,,0,36,FALSE,TRUE,FALSE,1,1,0,0,0,0,0,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Brown Falcon,Falco berigora,oceania,brown,"Look at a [card] from the deck. If its food cost includes an [invertebrate] or a [rodent], tuck it behind this bird. If not, discard it.","Brown falcons have a powerful, notched bill designed to kill prey with a bite to the spine.",TRUE,FALSE,FALSE,5,platform,2,102,TRUE,TRUE,TRUE,1,0,0,0,1,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Brown Pelican,Pelecanus occidentalis,core,white,Gain 3 [fish] from the supply.,"Seriously endangered in the 1970s, brown pelicans are thriving after the US and Canada banned DDT.",FALSE,FALSE,FALSE,4,platform,2,201,FALSE,FALSE,TRUE,0,0,2,0,0,0,0,FALSE,FALSE,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Brown Shrike,Lanius cristatus,asia,brown,All players may cache 1 [invertebrate] from their personal supply on a bird in their [grassland].,"The name Lanius means ""butcher,"" and was given because shrikes store their prey by hanging it.",FALSE,FALSE,FALSE,6,bowl,3,24,FALSE,TRUE,FALSE,1,0,0,0,1,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Brown-Headed Cowbird,Molothrus ater,core,pink,"When another player takes the ""lay eggs"" action, lay 1 [egg] on a bird with a [bowl] nest.",Cowbirds do not make nests; they lay their eggs in other birds' nests.,FALSE,FALSE,FALSE,3,,0,30,FALSE,TRUE,FALSE,0,1,0,0,0,0,0,FALSE,FALSE,1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Budgerigar,Melopsittacus undulatus,oceania,brown,Tuck the smallest bird in the tray behind this bird.,Budgies learn specific group calls that help them find their group within vast flocks.,FALSE,TRUE,FALSE,0,cavity,3,30,TRUE,TRUE,TRUE,0,1,0,0,0,0,0,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
